2025-01-17 01:30:01,306 - INFO - Starting fresh data migration process
2025-01-17 01:30:01,307 - INFO - Attempting database connection...
2025-01-17 01:30:01,308 - INFO - Database configuration:
2025-01-17 01:30:01,309 - INFO -   Database Name: fil_dict_db
2025-01-17 01:30:01,310 - INFO -   User: postgres
2025-01-17 01:30:01,310 - INFO -   Host: localhost
2025-01-17 01:30:01,311 - INFO -   Password: ********
2025-01-17 01:30:01,421 - INFO - Successfully established database connection
2025-01-17 01:30:01,422 - INFO - Dropping all existing tables...
2025-01-17 01:30:01,471 - INFO - Setting up PostgreSQL extensions...
2025-01-17 01:30:01,472 - INFO - Checking extension: pg_trgm
2025-01-17 01:30:01,479 - INFO - Extension already installed: pg_trgm
2025-01-17 01:30:01,480 - INFO - Checking extension: unaccent
2025-01-17 01:30:01,482 - INFO - Extension already installed: unaccent
2025-01-17 01:30:01,483 - INFO - Checking extension: fuzzystrmatch
2025-01-17 01:30:01,484 - INFO - Extension already installed: fuzzystrmatch
2025-01-17 01:30:01,485 - INFO - Extensions setup completed
2025-01-17 01:30:01,485 - INFO - Creating new database tables
2025-01-17 01:30:01,486 - INFO - Starting table creation/update process.
2025-01-17 01:30:01,629 - INFO - Tables created or updated successfully.
2025-01-17 01:30:01,630 - INFO - Beginning data processing
2025-01-17 01:30:01,631 - INFO - 1. Processing Tagalog words
2025-01-17 01:30:01,631 - INFO - Starting to process Tagalog words file: data/tagalog-words.json
2025-01-17 01:30:01,632 - INFO - Using source identifier: tagalog-words.json
2025-01-17 01:30:02,059 - INFO - Successfully loaded JSON data with 65328 entries
2025-01-17 01:40:07,183 - INFO - Completed processing Tagalog words file: data/tagalog-words.json
2025-01-17 01:40:07,225 - INFO - Processing Baybayin entries from recent import...
2025-01-17 01:40:07,226 - INFO - Processing Baybayin entries...
2025-01-17 01:40:07,294 - INFO - 2. Processing Root words
2025-01-17 01:40:07,295 - INFO - Starting to process Root Words file: data/root_words_with_associated_words_cleaned.json
2025-01-17 01:40:07,297 - INFO - Using source identifier: root_words_with_associated_words_cleaned.json
2025-01-17 01:40:07,348 - INFO - Successfully loaded JSON data with 2238 entries
2025-01-17 01:42:08,392 - INFO - Completed processing Root Words file: data/root_words_with_associated_words_cleaned.json
2025-01-17 01:42:08,397 - INFO - Processing Baybayin entries from recent import...
2025-01-17 01:42:08,399 - INFO - Processing Baybayin entries...
2025-01-17 01:42:08,534 - INFO - 3. Processing KWF Dictionary
2025-01-17 01:42:08,537 - INFO - Starting to process KWF Dictionary: data/kwf_dictionary.json
2025-01-17 01:42:08,538 - INFO - Using source identifier: kwf_dictionary.json
2025-01-17 01:42:10,290 - INFO - Successfully loaded KWF data with 30734 entries
2025-01-17 01:47:48,329 - INFO - Completed processing KWF Dictionary
2025-01-17 01:47:48,410 - INFO - Processing Baybayin entries from recent import...
2025-01-17 01:47:48,411 - INFO - Processing Baybayin entries...
2025-01-17 01:47:48,522 - INFO - 4. Processing Kaikki (Tagalog)
2025-01-17 01:47:48,524 - INFO - Starting to process Kaikki file: data/kaikki.jsonl
2025-01-17 01:47:48,533 - ERROR - Error processing entry 'abay': sequence item 0: expected str instance, dict found
2025-01-17 01:47:48,575 - ERROR - Error processing entry 'aam': sequence item 0: expected str instance, dict found
2025-01-17 01:47:49,033 - ERROR - Error processing entry 'may': sequence item 0: expected str instance, dict found
2025-01-17 01:47:49,037 - ERROR - Error processing entry 'may': sequence item 0: expected str instance, dict found
2025-01-17 01:47:49,366 - ERROR - Error processing entry 'are': sequence item 0: expected str instance, dict found
2025-01-17 01:47:49,466 - ERROR - Error processing entry 'a-': sequence item 0: expected str instance, dict found
2025-01-17 01:47:49,785 - ERROR - Error processing entry 'Peru': sequence item 0: expected str instance, dict found
2025-01-17 01:47:49,874 - ERROR - Error processing entry 'Burma': sequence item 0: expected str instance, dict found
2025-01-17 01:47:50,041 - ERROR - Error processing entry 'Portugal': sequence item 0: expected str instance, dict found
2025-01-17 01:47:50,299 - ERROR - Error processing entry 'noon': sequence item 0: expected str instance, dict found
2025-01-17 01:47:50,302 - ERROR - Error processing entry 'noon': sequence item 0: expected str instance, dict found
2025-01-17 01:47:50,327 - ERROR - Error processing entry 'ate': sequence item 0: expected str instance, dict found
2025-01-17 01:47:50,339 - ERROR - Error processing entry 'yak': sequence item 0: expected str instance, dict found
2025-01-17 01:47:50,537 - ERROR - Error processing entry 'o': sequence item 0: expected str instance, dict found
2025-01-17 01:47:50,542 - ERROR - Error processing entry 'o': sequence item 0: expected str instance, dict found
2025-01-17 01:47:50,545 - ERROR - Error processing entry 'o': sequence item 0: expected str instance, dict found
2025-01-17 01:47:51,295 - ERROR - Error processing entry 'bold': sequence item 0: expected str instance, dict found
2025-01-17 01:47:52,284 - ERROR - Error processing entry 'OA': sequence item 0: expected str instance, dict found
2025-01-17 01:47:52,818 - ERROR - Error processing entry 'hamster': sequence item 0: expected str instance, dict found
2025-01-17 01:47:52,864 - ERROR - Error processing entry 'matadero': sequence item 0: expected str instance, dict found
2025-01-17 01:47:52,892 - ERROR - Error processing entry 'at': sequence item 0: expected str instance, dict found
2025-01-17 01:47:53,166 - ERROR - Error processing entry 'kami': sequence item 0: expected str instance, dict found
2025-01-17 01:47:53,169 - ERROR - Error processing entry 'mapa': sequence item 0: expected str instance, dict found
2025-01-17 01:47:53,173 - ERROR - Error processing entry 'Bombay': sequence item 0: expected str instance, dict found
2025-01-17 01:47:53,249 - ERROR - Error processing entry 'man': sequence item 0: expected str instance, dict found
2025-01-17 01:47:53,253 - ERROR - Error processing entry 'sana': sequence item 0: expected str instance, dict found
2025-01-17 01:47:53,709 - ERROR - Error processing entry 'ke': sequence item 0: expected str instance, dict found
2025-01-17 01:47:55,299 - ERROR - Error processing entry 'ba': sequence item 0: expected str instance, dict found
2025-01-17 01:47:55,360 - ERROR - Error processing entry 'hay': sequence item 0: expected str instance, dict found
2025-01-17 01:47:55,425 - ERROR - Error processing entry 'kita': sequence item 0: expected str instance, dict found
2025-01-17 01:47:55,448 - ERROR - Error processing entry 'kita': sequence item 0: expected str instance, dict found
2025-01-17 01:47:55,452 - ERROR - Error processing entry 'kita': sequence item 0: expected str instance, dict found
2025-01-17 01:47:55,736 - ERROR - Error processing entry 'look': sequence item 0: expected str instance, dict found
2025-01-17 01:47:56,058 - ERROR - Error processing entry 'simple': sequence item 0: expected str instance, dict found
2025-01-17 01:47:56,099 - ERROR - Error processing entry '-rin': sequence item 0: expected str instance, dict found
2025-01-17 01:47:56,733 - ERROR - Error processing entry 'p': sequence item 0: expected str instance, dict found
2025-01-17 01:47:56,959 - ERROR - Error processing entry 'k': sequence item 0: expected str instance, dict found
2025-01-17 01:47:57,810 - ERROR - Error processing entry 'salt': sequence item 0: expected str instance, dict found
2025-01-17 01:47:57,974 - ERROR - Error processing entry 'e': sequence item 0: expected str instance, dict found
2025-01-17 01:47:58,157 - ERROR - Error processing entry 'mare': sequence item 0: expected str instance, dict found
2025-01-17 01:47:58,286 - ERROR - Error processing entry 'ha': sequence item 0: expected str instance, dict found
2025-01-17 01:47:58,377 - ERROR - Error processing entry 'arbor': sequence item 0: expected str instance, dict found
2025-01-17 01:47:58,417 - ERROR - Error processing entry 'ni': sequence item 0: expected str instance, dict found
2025-01-17 01:47:58,420 - ERROR - Error processing entry 'ni': sequence item 0: expected str instance, dict found
2025-01-17 01:47:58,424 - ERROR - Error processing entry 'ni': sequence item 0: expected str instance, dict found
2025-01-17 01:47:58,438 - ERROR - Error processing entry 'talo': sequence item 0: expected str instance, dict found
