2025-04-04 12:04:56,685 - INFO - Starting table creation/update process.
2025-04-04 12:04:57,034 - INFO - Tables created or updated successfully.
2025-04-04 12:04:57,041 - INFO - Starting processing for KWF Dictionary from ..\data\kwf_dictionary.json
2025-04-04 12:04:57,041 - INFO - Processing KWF Dictionary: ..\data\kwf_dictionary.json
2025-04-04 12:04:57,041 - INFO - Using standardized source identifier: 'KWF Diksiyonaryo ng Wikang Filipino'
2025-04-04 12:04:58,477 - INFO - Found 51237 entries in dictionary format in ..\data\kwf_dictionary.json
2025-04-04 12:04:58,522 - INFO - Word ''t' (tl) created (ID: 1) from source 'KWF Diksiyonaryo ng Wikang Filipino'.
2025-04-04 12:04:58,535 - INFO - Word '-an' (tl) created (ID: 2) from source 'KWF Diksiyonaryo ng Wikang Filipino'.
2025-04-04 12:04:58,542 - INFO - Word '-in' (tl) created (ID: 3) from source 'KWF Diksiyonaryo ng Wikang Filipino'.
2025-04-04 12:04:58,548 - INFO - Word '-ísta' (tl) created (ID: 4) from source 'KWF Diksiyonaryo ng Wikang Filipino'.
2025-04-04 12:04:58,551 - INFO - Word '-ng' (tl) created (ID: 5) from source 'KWF Diksiyonaryo ng Wikang Filipino'.
2025-04-04 12:04:58,556 - INFO - Word 'A!' (tl) created (ID: 6) from source 'KWF Diksiyonaryo ng Wikang Filipino'.
2025-04-04 12:04:58,560 - INFO - Word 'A.D.' (tl) created (ID: 7) from source 'KWF Diksiyonaryo ng Wikang Filipino'.
2025-04-04 12:04:58,563 - INFO - Word 'Anno Domini' (tl) created (ID: 8) from source 'KWF Diksiyonaryo ng Wikang Filipino'.
2025-04-04 12:04:58,579 - INFO - Word 'Aa' (tl) created (ID: 9) from source 'KWF Diksiyonaryo ng Wikang Filipino'.
2025-04-04 12:04:58,584 - INFO - Word 'Adbiyénto' (tl) created (ID: 10) from source 'KWF Diksiyonaryo ng Wikang Filipino'.
2025-04-04 12:04:58,587 - INFO - Word 'Adyós!' (tl) created (ID: 11) from source 'KWF Diksiyonaryo ng Wikang Filipino'.
2025-04-04 12:04:58,590 - INFO - Word 'PAÁLAM' (tl) created (ID: 12) from source 'KWF Diksiyonaryo ng Wikang Filipino'.
2025-04-04 12:04:58,596 - INFO - Word 'Aeta' (tl) created (ID: 13) from source 'KWF Diksiyonaryo ng Wikang Filipino'.
2025-04-04 12:04:58,600 - INFO - Word 'AGTÁ' (tl) created (ID: 14) from source 'KWF Diksiyonaryo ng Wikang Filipino'.
2025-04-04 12:04:58,609 - INFO - Word 'Africa' (tl) created (ID: 15) from source 'KWF Diksiyonaryo ng Wikang Filipino'.
2025-04-04 12:04:58,617 - INFO - Word 'Agnus Dei' (tl) created (ID: 16) from source 'KWF Diksiyonaryo ng Wikang Filipino'.
2025-04-04 12:04:58,619 - INFO - Word 'Aglípay' (tl) created (ID: 17) from source 'KWF Diksiyonaryo ng Wikang Filipino'.
2025-04-04 12:04:58,628 - INFO - Word 'Agtâ Dumágat Casigúran' (tl) created (ID: 18) from source 'KWF Diksiyonaryo ng Wikang Filipino'.
2025-04-04 12:04:58,631 - INFO - Word 'Agtâ Dumágat Umíray' (tl) created (ID: 19) from source 'KWF Diksiyonaryo ng Wikang Filipino'.
2025-04-04 12:04:58,634 - INFO - Word 'Agtâ Irayá' (tl) created (ID: 20) from source 'KWF Diksiyonaryo ng Wikang Filipino'.
2025-04-04 12:04:58,639 - INFO - Word 'Agtâ Irigá' (tl) created (ID: 21) from source 'KWF Diksiyonaryo ng Wikang Filipino'.
2025-04-04 12:04:58,642 - INFO - Word 'Agtâ Isaróg' (tl) created (ID: 22) from source 'KWF Diksiyonaryo ng Wikang Filipino'.
2025-04-04 12:04:58,645 - INFO - Word 'Agtâ Isirígan' (tl) created (ID: 23) from source 'KWF Diksiyonaryo ng Wikang Filipino'.
2025-04-04 12:04:58,649 - INFO - Word 'Aklán' (tl) created (ID: 24) from source 'KWF Diksiyonaryo ng Wikang Filipino'.
2025-04-04 12:04:58,651 - INFO - Word 'Aklánon' (tl) created (ID: 25) from source 'KWF Diksiyonaryo ng Wikang Filipino'.
2025-04-04 12:04:58,654 - INFO - Word 'Allah' (tl) created (ID: 26) from source 'KWF Diksiyonaryo ng Wikang Filipino'.
