2025-02-09 00:28:27,885 - INFO - Attempting database connection...
2025-02-09 00:28:27,885 - INFO - Database configuration:
2025-02-09 00:28:27,885 - INFO -   Database Name: fil_dict_db
2025-02-09 00:28:27,885 - INFO -   User: postgres
2025-02-09 00:28:27,886 - INFO -   Host: localhost
2025-02-09 00:28:27,886 - INFO -   Password: ********
2025-02-09 00:28:27,922 - INFO - Successfully established database connection
2025-02-09 00:28:27,923 - INFO - Setting up PostgreSQL extensions...
2025-02-09 00:28:27,923 - INFO - Checking extension: pg_trgm
2025-02-09 00:28:27,930 - INFO - Extension already installed: pg_trgm
2025-02-09 00:28:27,930 - INFO - Checking extension: unaccent
2025-02-09 00:28:27,930 - INFO - Extension already installed: unaccent
2025-02-09 00:28:27,931 - INFO - Checking extension: fuzzystrmatch
2025-02-09 00:28:27,931 - INFO - Extension already installed: fuzzystrmatch
2025-02-09 00:28:27,931 - INFO - Extensions setup completed
2025-02-09 00:28:27,931 - INFO - Starting table creation/update process.
2025-02-09 00:28:27,943 - INFO - Tables created or updated successfully.
2025-02-09 00:28:27,946 - INFO - Processing Tagalog words from: data/tagalog-words.json
2025-02-09 00:29:44,437 - INFO - Processing root words from: data/root_words_with_associated_words_cleaned.json
2025-02-09 00:30:13,229 - INFO - Processing KWF dictionary from: data/kwf_dictionary.json
2025-02-09 00:31:32,959 - INFO - Starting to process Kaikki file: data/kaikki.jsonl
2025-02-09 00:31:32,988 - WARNING - Invalid Baybayin data for word 'lente', clearing baybayin fields.
2025-02-09 00:31:32,995 - WARNING - Invalid Baybayin data for word 'abnormal', clearing baybayin fields.
2025-02-09 00:31:32,997 - WARNING - Invalid Baybayin data for word 'abdominal', clearing baybayin fields.
2025-02-09 00:31:32,999 - WARNING - Invalid Baybayin data for word 'June', clearing baybayin fields.
2025-02-09 00:31:33,000 - WARNING - Invalid Baybayin data for word 'tago', clearing baybayin fields.
2025-02-09 00:31:33,013 - WARNING - Invalid Baybayin data for word 'tago', clearing baybayin fields.
2025-02-09 00:31:33,015 - WARNING - Invalid Baybayin data for word 'abdomen', clearing baybayin fields.
2025-02-09 00:31:33,017 - WARNING - Invalid Baybayin data for word 'absent', clearing baybayin fields.
2025-02-09 00:31:33,018 - WARNING - Invalid Baybayin data for word 'Esperanto', clearing baybayin fields.
2025-02-09 00:31:33,019 - WARNING - Invalid Baybayin data for word 'April', clearing baybayin fields.
2025-02-09 00:31:33,021 - WARNING - Invalid Baybayin data for word 'libre', clearing baybayin fields.
2025-02-09 00:31:33,035 - WARNING - Invalid Baybayin data for word 'libre', clearing baybayin fields.
2025-02-09 00:31:33,049 - WARNING - Invalid Baybayin data for word 'menos', clearing baybayin fields.
2025-02-09 00:31:33,051 - WARNING - Invalid Baybayin data for word 'January', clearing baybayin fields.
2025-02-09 00:31:33,054 - WARNING - Invalid Baybayin data for word 'abate', clearing baybayin fields.
2025-02-09 00:31:33,056 - WARNING - Invalid Baybayin data for word 'peso', clearing baybayin fields.
2025-02-09 00:31:33,057 - WARNING - Invalid Baybayin data for word 'tao', clearing baybayin fields.
2025-02-09 00:31:33,141 - WARNING - Invalid Baybayin data for word 'tao', clearing baybayin fields.
2025-02-09 00:31:33,153 - WARNING - Invalid Baybayin data for word 'are', clearing baybayin fields.
2025-02-09 00:31:33,155 - WARNING - Invalid Baybayin data for word 'robot', clearing baybayin fields.
2025-02-09 00:31:33,158 - WARNING - Invalid Baybayin data for word 'Burundi', clearing baybayin fields.
2025-02-09 00:31:33,162 - WARNING - Invalid Baybayin data for word 'Gabon', clearing baybayin fields.
2025-02-09 00:31:33,164 - WARNING - Invalid Baybayin data for word 'Kenya', clearing baybayin fields.
2025-02-09 00:31:33,166 - WARNING - Invalid Baybayin data for word 'f', clearing baybayin fields.
2025-02-09 00:31:33,169 - WARNING - Invalid Baybayin data for word 'f', clearing baybayin fields.
2025-02-09 00:31:33,171 - WARNING - Invalid Baybayin data for word 'a-', clearing baybayin fields.
2025-02-09 00:31:33,173 - WARNING - Invalid Baybayin data for word 'Brasil', clearing baybayin fields.
2025-02-09 00:31:33,174 - WARNING - Invalid Baybayin data for word 'Botswana', clearing baybayin fields.
2025-02-09 00:31:33,178 - WARNING - Invalid Baybayin data for word 'also', clearing baybayin fields.
2025-02-09 00:31:33,180 - WARNING - Invalid Baybayin data for word 'van', clearing baybayin fields.
2025-02-09 00:31:33,181 - WARNING - Invalid Baybayin data for word 'mars', clearing baybayin fields.
2025-02-09 00:31:33,183 - WARNING - Invalid Baybayin data for word 'Oman', clearing baybayin fields.
2025-02-09 00:31:33,185 - WARNING - Invalid Baybayin data for word 'Lebanon', clearing baybayin fields.
2025-02-09 00:31:33,188 - WARNING - Invalid Baybayin data for word 'y', clearing baybayin fields.
2025-02-09 00:31:33,190 - WARNING - Invalid Baybayin data for word 'y', clearing baybayin fields.
2025-02-09 00:31:33,192 - WARNING - Invalid Baybayin data for word 'y', clearing baybayin fields.
2025-02-09 00:31:33,194 - WARNING - Invalid Baybayin data for word 'y', clearing baybayin fields.
2025-02-09 00:31:33,199 - WARNING - Invalid Baybayin data for word 'Israel', clearing baybayin fields.
2025-02-09 00:31:33,203 - WARNING - Invalid Baybayin data for word 'Nepal', clearing baybayin fields.
2025-02-09 00:31:33,205 - WARNING - Invalid Baybayin data for word 'Laos', clearing baybayin fields.
2025-02-09 00:31:33,207 - WARNING - Invalid Baybayin data for word 'Yemen', clearing baybayin fields.
2025-02-09 00:31:33,210 - WARNING - Invalid Baybayin data for word 'Togo', clearing baybayin fields.
2025-02-09 00:31:33,215 - WARNING - Invalid Baybayin data for word 'Senegal', clearing baybayin fields.
2025-02-09 00:31:33,217 - WARNING - Invalid Baybayin data for word 'Peru', clearing baybayin fields.
2025-02-09 00:31:33,218 - WARNING - Invalid Baybayin data for word 'Iran', clearing baybayin fields.
2025-02-09 00:31:33,220 - WARNING - Invalid Baybayin data for word 'Turkmenistan', clearing baybayin fields.
2025-02-09 00:31:33,222 - WARNING - Invalid Baybayin data for word 'Saudi Arabia', clearing baybayin fields.
2025-02-09 00:31:33,224 - WARNING - Invalid Baybayin data for word 'te', clearing baybayin fields.
2025-02-09 00:31:33,225 - WARNING - Invalid Baybayin data for word 'te', clearing baybayin fields.
2025-02-09 00:31:33,229 - WARNING - Invalid Baybayin data for word 'Burma', clearing baybayin fields.
2025-02-09 00:31:33,231 - WARNING - Invalid Baybayin data for word 'presidente', clearing baybayin fields.
2025-02-09 00:31:33,233 - WARNING - Invalid Baybayin data for word 'San Marino', clearing baybayin fields.
2025-02-09 00:31:33,236 - WARNING - Invalid Baybayin data for word 'A', clearing baybayin fields.
2025-02-09 00:31:33,315 - WARNING - Invalid Baybayin data for word 'Portugal', clearing baybayin fields.
2025-02-09 00:31:33,317 - WARNING - Invalid Baybayin data for word 'Portugal', clearing baybayin fields.
2025-02-09 00:31:33,320 - WARNING - Invalid Baybayin data for word 'vi', clearing baybayin fields.
2025-02-09 00:31:33,322 - WARNING - Invalid Baybayin data for word 'Benin', clearing baybayin fields.
2025-02-09 00:31:33,324 - WARNING - Invalid Baybayin data for word 'on', clearing baybayin fields.
2025-02-09 00:31:33,327 - WARNING - Invalid Baybayin data for word 'tigre', clearing baybayin fields.
2025-02-09 00:31:33,333 - WARNING - Invalid Baybayin data for word 'de', clearing baybayin fields.
2025-02-09 00:31:33,336 - WARNING - Invalid Baybayin data for word 'de', clearing baybayin fields.
2025-02-09 00:31:33,338 - WARNING - Invalid Baybayin data for word 'Belarus', clearing baybayin fields.
2025-02-09 00:31:33,362 - WARNING - Invalid Baybayin data for word 'radar', clearing baybayin fields.
2025-02-09 00:31:33,373 - WARNING - Invalid Baybayin data for word 'ao', clearing baybayin fields.
2025-02-09 00:31:33,376 - WARNING - Invalid Baybayin data for word 'mental', clearing baybayin fields.
2025-02-09 00:31:33,379 - WARNING - Invalid Baybayin data for word 'mental', clearing baybayin fields.
2025-02-09 00:31:33,382 - WARNING - Invalid Baybayin data for word 'be', clearing baybayin fields.
