2025-02-09 08:56:25,363 - INFO - Attempting database connection...
2025-02-09 08:56:25,364 - INFO - Database configuration:
2025-02-09 08:56:25,364 - INFO -   Database Name: fil_dict_db
2025-02-09 08:56:25,364 - INFO -   User: postgres
2025-02-09 08:56:25,365 - INFO -   Host: localhost
2025-02-09 08:56:25,365 - INFO -   Password: ********
2025-02-09 08:56:25,403 - INFO - Successfully established database connection
2025-02-09 08:56:25,404 - INFO - Setting up PostgreSQL extensions...
2025-02-09 08:56:25,404 - INFO - Checking extension: pg_trgm
2025-02-09 08:56:25,411 - INFO - Extension already installed: pg_trgm
2025-02-09 08:56:25,411 - INFO - Checking extension: unaccent
2025-02-09 08:56:25,412 - INFO - Extension already installed: unaccent
2025-02-09 08:56:25,412 - INFO - Checking extension: fuzzystrmatch
2025-02-09 08:56:25,412 - INFO - Extension already installed: fuzzystrmatch
2025-02-09 08:56:25,413 - INFO - Extensions setup completed
2025-02-09 08:56:25,413 - INFO - Starting table creation/update process.
2025-02-09 08:56:25,457 - INFO - Tables created or updated successfully.
2025-02-09 08:56:25,462 - INFO - Processing Tagalog words from: data/tagalog-words.json
2025-02-09 08:58:02,363 - INFO - Processing root words from: data/root_words_with_associated_words_cleaned.json
2025-02-09 08:58:49,516 - INFO - Processing KWF dictionary from: data/kwf_dictionary.json
2025-02-09 09:01:37,966 - INFO - Starting to process Kaikki file: data/kaikki.jsonl
2025-02-09 09:01:38,040 - WARNING - Invalid Baybayin data for word 'lente', clearing baybayin fields.
2025-02-09 09:01:38,060 - WARNING - Invalid Baybayin data for word 'abnormal', clearing baybayin fields.
2025-02-09 09:01:38,063 - WARNING - Invalid Baybayin data for word 'abdominal', clearing baybayin fields.
2025-02-09 09:01:38,067 - WARNING - Invalid Baybayin data for word 'June', clearing baybayin fields.
2025-02-09 09:01:38,071 - WARNING - Invalid Baybayin data for word 'tago', clearing baybayin fields.
2025-02-09 09:01:38,104 - WARNING - Invalid Baybayin data for word 'tago', clearing baybayin fields.
2025-02-09 09:01:38,116 - WARNING - Invalid Baybayin data for word 'abdomen', clearing baybayin fields.
2025-02-09 09:01:38,122 - WARNING - Invalid Baybayin data for word 'absent', clearing baybayin fields.
2025-02-09 09:01:38,126 - WARNING - Invalid Baybayin data for word 'Esperanto', clearing baybayin fields.
2025-02-09 09:01:38,131 - WARNING - Invalid Baybayin data for word 'April', clearing baybayin fields.
2025-02-09 09:01:38,136 - WARNING - Invalid Baybayin data for word 'libre', clearing baybayin fields.
2025-02-09 09:01:38,163 - WARNING - Invalid Baybayin data for word 'libre', clearing baybayin fields.
2025-02-09 09:01:38,193 - WARNING - Invalid Baybayin data for word 'menos', clearing baybayin fields.
2025-02-09 09:01:38,197 - WARNING - Invalid Baybayin data for word 'January', clearing baybayin fields.
2025-02-09 09:01:38,208 - WARNING - Invalid Baybayin data for word 'abate', clearing baybayin fields.
2025-02-09 09:01:38,215 - WARNING - Invalid Baybayin data for word 'peso', clearing baybayin fields.
2025-02-09 09:01:38,221 - WARNING - Invalid Baybayin data for word 'tao', clearing baybayin fields.
2025-02-09 09:01:38,362 - WARNING - Invalid Baybayin data for word 'tao', clearing baybayin fields.
2025-02-09 09:01:38,378 - WARNING - Invalid Baybayin data for word 'are', clearing baybayin fields.
2025-02-09 09:01:38,382 - WARNING - Invalid Baybayin data for word 'robot', clearing baybayin fields.
2025-02-09 09:01:38,394 - WARNING - Invalid Baybayin data for word 'Burundi', clearing baybayin fields.
2025-02-09 09:01:38,406 - WARNING - Invalid Baybayin data for word 'Gabon', clearing baybayin fields.
2025-02-09 09:01:38,410 - WARNING - Invalid Baybayin data for word 'Kenya', clearing baybayin fields.
2025-02-09 09:01:38,420 - WARNING - Invalid Baybayin data for word 'f', clearing baybayin fields.
2025-02-09 09:01:38,425 - WARNING - Invalid Baybayin data for word 'f', clearing baybayin fields.
2025-02-09 09:01:38,429 - WARNING - Invalid Baybayin data for word 'a-', clearing baybayin fields.
2025-02-09 09:01:38,437 - WARNING - Invalid Baybayin data for word 'Brasil', clearing baybayin fields.
2025-02-09 09:01:38,441 - WARNING - Invalid Baybayin data for word 'Botswana', clearing baybayin fields.
2025-02-09 09:01:38,451 - WARNING - Invalid Baybayin data for word 'also', clearing baybayin fields.
2025-02-09 09:01:38,454 - WARNING - Invalid Baybayin data for word 'van', clearing baybayin fields.
2025-02-09 09:01:38,459 - WARNING - Invalid Baybayin data for word 'mars', clearing baybayin fields.
2025-02-09 09:01:38,462 - WARNING - Invalid Baybayin data for word 'Oman', clearing baybayin fields.
2025-02-09 09:01:38,467 - WARNING - Invalid Baybayin data for word 'Lebanon', clearing baybayin fields.
2025-02-09 09:01:38,473 - WARNING - Invalid Baybayin data for word 'y', clearing baybayin fields.
2025-02-09 09:01:38,479 - WARNING - Invalid Baybayin data for word 'y', clearing baybayin fields.
2025-02-09 09:01:38,484 - WARNING - Invalid Baybayin data for word 'y', clearing baybayin fields.
